Epoch,Train Loss,CE Loss,Metric Loss,Train Acc,Val Loss,Val Acc
0,2.1317652369156863,0.0,0.0,0.5335,1.7617320652249493,0.6267
1,1.5175257655290457,0.0,0.0,0.67088,1.6667862376080285,0.6435
2,1.3238027297533475,0.0,0.0,0.71162,1.5847916074945956,0.6855
3,1.19654983266806,0.0,0.0,0.7403,1.410022042974641,0.715
4,1.1116493929655125,0.0,0.0,0.7595,1.586822813070273,0.6823
5,1.0556107498132266,0.0,0.0,0.77044,1.4204248650164544,0.7154
6,0.9989920858389292,0.0,0.0,0.78468,1.4986082149457327,0.7139
7,0.9317031582196553,0.0,0.0,0.79918,1.3921587648271005,0.728
8,0.8936202265513249,0.0,0.0,0.8073,1.440345598927027,0.7329
9,0.8609806154018793,0.0,0.0,0.81502,1.3770681174495552,0.7446
10,0.8293771810256518,0.0,0.0,0.82338,1.3954499416713473,0.7457
11,0.7906288738434132,0.0,0.0,0.82938,1.39946097890033,0.7471
12,0.7737655627421843,0.0,0.0,0.83272,1.428379688081862,0.7396
13,0.7348909702820655,0.0,0.0,0.84106,1.358378858505925,0.7539
14,0.7266147822141648,0.0,0.0,0.84338,1.3161781724495223,0.7519
15,0.7221741470770958,0.0,0.0,0.8447,1.3369920487645306,0.7553
16,0.6889092795359782,0.0,0.0,0.85132,1.3411981478522095,0.7614
17,0.6591919920383356,0.0,0.0,0.85852,1.3826376418524151,0.7527
18,0.6735628429895792,0.0,0.0,0.85366,1.4450496955762935,0.7448
19,0.631057433019846,0.0,0.0,0.86318,1.5202979845336722,0.7427
