Epoch,Train Loss,CE Loss,Metric Loss,Train Acc,Val Loss,Val Acc
0,3.0049938220244186,2.6892048285557673,0.31578899309134634,0.33144,1.836059869090213,0.5025
1,1.6451335974228687,1.39268793906921,0.2524456588503642,0.61114,1.373088451880443,0.6174
2,1.211155633437328,1.0124614018660325,0.19869423076892512,0.70864,1.250351668158664,0.6452
3,0.9363715443855677,0.7699902140941375,0.16638132895414645,0.77438,1.0596963672698299,0.6948
4,0.74187650176195,0.5959072763339067,0.14596922437732035,0.8246,1.0605936812449106,0.7011
5,0.5756525634955137,0.44730333257944155,0.12834923055309516,0.86616,1.0265830921221384,0.7105
6,0.45526695511279963,0.3391217970695251,0.11614515670599082,0.9002,1.0726409773283367,0.7054
7,0.3635812180928695,0.26012503722539315,0.10345618136418172,0.92352,1.017119946359079,0.7266
8,0.2882241733945333,0.19577533417405227,0.09244883918227294,0.94422,1.0560916420779651,0.7172
9,0.24338723165102494,0.15823727785012662,0.08514995427849965,0.95574,1.103086193905601,0.719
10,0.2060435312298628,0.12897014388671288,0.07707338777299111,0.96402,1.0404218563550636,0.7306
11,0.18351115693266576,0.11294588587987117,0.07056527111965877,0.96858,1.1892061195796049,0.7065
12,0.1658386186338388,0.10010979188940464,0.06572882662025782,0.97234,1.056576539444018,0.7352
13,0.15587671754451898,0.09410383265274458,0.06177288482013421,0.97376,1.0549059487596344,0.7363
14,0.14384179178338785,0.08529266738452208,0.05854912397380058,0.97638,1.0967074210130716,0.7327
15,0.13000875294972689,0.07546749654679727,0.05454125627875328,0.97848,1.240351936485194,0.7048
16,0.13796569009621937,0.08505434616922568,0.05291134391266566,0.97554,1.1803454198414767,0.7176
17,0.12312828038747493,0.07243752953811333,0.050690750720409246,0.9803,1.2002986843072916,0.7171
18,0.11531067310999601,0.06778950137444413,0.04752117195763649,0.98054,1.1535659877559807,0.7245
19,0.11176413581348382,0.06601410490484574,0.04575003087998201,0.9811,1.1222865604147125,0.7336
