Epoch,Train Loss,CE Loss,Metric Loss,Train Acc,Val Loss,Val Acc
0,3.4688937228459578,0.0,0.0,0.62318,1.8758408532866948,0.8001
1,1.3576681127915016,0.0,0.0,0.84464,1.6126927333542063,0.8429
2,0.8983593789812846,0.0,0.0,0.89018,1.5204002189485333,0.8551
3,0.6304033464441697,0.0,0.0,0.91772,1.3210650278797633,0.8783
4,0.4366065797324364,0.0,0.0,0.93922,1.2981730801395224,0.8837
5,0.34291409285237584,0.0,0.0,0.94916,1.2703261771534062,0.8854
6,0.2398833917065834,0.0,0.0,0.96128,1.151300252615651,0.8994
7,0.18351323810788112,0.0,0.0,0.96854,1.1809995744047286,0.8972
8,0.14362472941313917,0.0,0.0,0.97354,1.1628185459707356,0.9015
9,0.1050942746604657,0.0,0.0,0.97944,1.2216799979722952,0.9005
10,0.08930250017581737,0.0,0.0,0.98182,1.1010167019653925,0.908
11,0.07334141877303736,0.0,0.0,0.98386,1.087432566322858,0.9117
12,0.06494681962257555,0.0,0.0,0.98546,1.078382871950729,0.9135
13,0.05663214293306224,0.0,0.0,0.98662,1.0720150399057171,0.9166
14,0.04930477058997218,0.0,0.0,0.98872,1.1170754125223885,0.9143
15,0.04237980210663619,0.0,0.0,0.98984,1.0876717146816133,0.9186
16,0.03717994361322781,0.0,0.0,0.9899,1.0595541104108472,0.9161
17,0.03416178522076781,0.0,0.0,0.9914,1.1024653813506984,0.9171
18,0.027511887611525218,0.0,0.0,0.99252,1.0869335992426812,0.9138
19,0.025108539970096898,0.0,0.0,0.99298,1.040955594068841,0.9205
