Epoch,Train Loss,CE Loss,Metric Loss,Train Acc,Val Loss,Val Acc
0,3.5940543737166966,3.1531994263331096,0.4408549481477493,0.25416,2.3248646802540067,0.3932
1,2.3023001533288223,2.0843497013434384,0.21795044497419627,0.4431,1.985725626160827,0.4656
2,1.9086568107971777,1.7433636677570832,0.16529314720477814,0.51906,1.8364199505576604,0.5026
3,1.6568978489973607,1.5211337740604693,0.1357640730837981,0.57346,1.7539130283307425,0.5217
4,1.4677075740618584,1.3557059726653955,0.11200160377491743,0.6156,1.7121993182580681,0.5366
5,1.30327978684352,1.2066998154689104,0.09657996967434883,0.65416,1.6767818143096151,0.5445
6,1.1640175541241964,1.0815653885022187,0.08245216445663037,0.68634,1.6703050393092482,0.5467
7,1.0458157767087986,0.9718122813946162,0.07400349349452134,0.71964,1.6549772733374486,0.5562
8,0.9253936423705175,0.8613970420299433,0.06399660178293021,0.7489,1.6545528505421891,0.5591
9,0.8242996483277052,0.766346270762957,0.05795337720654714,0.7753,1.6803057389923288,0.5611
10,0.7323011603110876,0.6815401000854296,0.05076106092056785,0.80078,1.69444333148908,0.5603
11,0.6538895052212935,0.6076934579855356,0.046196045769521826,0.82178,1.7118952832644498,0.5658
12,0.5676086797928199,0.5281923303237328,0.03941635057234611,0.84788,1.733108938494815,0.5583
13,0.4982194016377131,0.46355839937161175,0.03466100205834478,0.86658,1.7630294561386108,0.5631
14,0.433626693716416,0.4025752540200185,0.031051438989547583,0.88606,1.765154891376254,0.5689
15,0.3820069007384471,0.3537669024024254,0.02823999911451187,0.90122,1.823717579056945,0.5612
16,0.33380804302600714,0.30907101933008585,0.024737024266654865,0.91582,1.8432945586458038,0.5678
17,0.2915781225149448,0.2684388971481568,0.02313922514470342,0.92792,1.8668786755091027,0.5695
18,0.2619942573018563,0.24133964081605275,0.02065461666132204,0.93536,1.8951140928872023,0.5642
19,0.2256879366743259,0.20719904867120278,0.018488888259833823,0.9466,1.9044115241569808,0.5687
