Epoch,Train Loss,CE Loss,Metric Loss,Train Acc,Val Loss,Val Acc
0,1.601111116928932,1.1334741117098392,0.46763700586863055,0.60732,0.8171064702770378,0.7229
1,0.8848943739365309,0.7084637918533423,0.1764305825607899,0.75588,0.6712907779065869,0.7732
2,0.7090892459337528,0.5790435350858248,0.1300457100264537,0.80094,0.6196892714198632,0.7938
3,0.5944794677006893,0.4918418875107398,0.10263758201438647,0.83106,0.5851383842999422,0.8034
4,0.5143634731188799,0.428746184362815,0.08561728750474942,0.85114,0.5742719135706937,0.8063
5,0.44017436435589424,0.36804354183184795,0.072130823144928,0.87182,0.5630381111102768,0.815
6,0.38700367644047123,0.3232860494882632,0.06371762707638434,0.8879,0.5883986802795266,0.8138
7,0.3348134187933726,0.2802817780620013,0.054531640592866984,0.90276,0.5819548119472552,0.8211
8,0.28519948963553476,0.23945302988092104,0.04574645934865261,0.91806,0.603326942347273,0.8162
9,0.24037071330807147,0.20177776099015504,0.03859295231791643,0.92932,0.6354250515563579,0.816
10,0.20247096906487758,0.16900895283772396,0.03346201613163337,0.9417,0.6585677616958376,0.8152
11,0.17949145070444314,0.15015361174367942,0.029337839201952404,0.94716,0.6675507837458502,0.8203
12,0.15701944085840996,0.1306602141031852,0.026359226789850837,0.95502,0.6872869273529777,0.8174
13,0.13666389304189347,0.11372176089730018,0.022942132082505104,0.95992,0.7115341953084439,0.8221
14,0.11552720556083398,0.09602414175676993,0.019503063740184866,0.96592,0.7537522923342789,0.8183
15,0.10754692624681271,0.08969585588918283,0.017851070179723393,0.9685,0.7391602868520761,0.8249
16,0.09408492838056423,0.07836090135268677,0.015724026976535337,0.9723,0.7797184386585332,0.8224
17,0.0832090813284501,0.06880242665752004,0.014406654624960935,0.97522,0.8126575973214982,0.8208
18,0.07991820613447673,0.06648739160348972,0.013430814779936694,0.97572,0.8119654206535484,0.8212
19,0.07434049479138011,0.06192212251182168,0.012418372316572529,0.97806,0.8128872196885604,0.8234
